index,company,category,training/test,description 
128,株式会社ライオン事務器,IT,training,デスク パーテーション オフィス 家具 製造 卸売 行う 文具 事務 用品 製造 手掛ける その他 LAN 構築 オフィス 
129,株式会社メルカードテクノ開発,IT,training,組 込 系 含む ソフトウェア 受託 開発 主 行く おる ソフトウェア 製品 開発 販売 手掛ける いる 業績 管理 財務 管理 各種 管 
130,コンピューターサイエンス株式会社,IT,training,IT サービス 関連 事業 展開 する いる IT システム インフラ 構築 システム 開発 事業 他 セキュリティー サービス 請け負う いる I 
131,ほくでん情報テクノロジー株式会社,IT,training,北海道電力 グループ グループ 会社 一つ 主 グループ 会社 基幹 業務 システム 全社 ネットワーク システム 構築 運用 行う IT 教育 サービ 
132,株式会社ミウラ,IT,training,ネットワーク 構築 システム 開発 ICT ソリューション はじめ する 企業 課題 解決 ため ソリューション 提供 する 画像 診断 装置 メディカル 
133,三信電気株式会社,IT,training,国内外 メーカー 半導体 電子 部品 卸売 輸出入 行う いる モジュール メーカー 協業 ターンキーソリューション 提供 手掛ける 国内外 マーケティング 情報 提供 製品 提案 開発 サポート 共同 開発 受託 開発 技術 コンサルティング 行う その他 ソリューション 事業 ネットワーク 仮想 化 提案 
134,株式会社ＫＳＫテクノサポート,IT,training,ネットワーク サーバー インフラ 設計 構築 手掛ける ネットワーク DB ミドル ウェア イン 
135,株式会社エヌ・ティ・ティ・データ・ウェーブ,IT,training,製造 業 食品 業 企業 SAPR ERP 技術 応用 する IT 資産 管理 PC 管理 サポート ネットワーク インフラ 提 
136,株式会社グローセル,IT,training,国内外 有名 メーカー 厳選 する 集積 回路 半導体 素子 電子 部品 機器 卸売 行う いる 会社 
137,株式会社オーイーシー,IT,training,地方自治体 向け ソリューション 民間 企業 向け システムソリューション 請負う ネットワーク 運用 支援 サ 
138,中央システム株式会社,IT,training,製造 業 保険 業 流通 金融 業 企業 システム 設計 開発 運用 トータル IT サービス 提供 する Web 技術 利用 する インターネット シ 
139,株式会社ボードルア,IT,training,業務 効率 化 生産 性 向上 図る IT コンサルティング 行う 顧客 ニーズ 合わせる 情報 システム 構築 提案 する 顧客 
140,ＮＳＷテクノサービス株式会社,IT,training,ホームエネルギーマネジメントシステム 運行 管理 システム 等 受託 開発 行う Android フレーム ワーク 医療 系 アプリケ 
141,株式会社アイレックス,IT,training,物流 業 向け 受発注 システム 製造 業 向け 生産 管理 システム 企業 向け アプリケーション 開発 事業 地方自治体 向け 住民 基本 台帳 管理 システム 防災 システム 官公庁 社会 インフラ 系 システム 開発 事業 手がける 医療 機器 自動 運転 システム 用いる 組込み システム IoT サービス システム 次世代 移動 通信 関連 システム 通 
142,日本サード・パーティ株式会社,IT,training,日本 市場 参入 する 海外 IT ベンダー テクニカルサポート クラ ウド 運用 サービス Kyrios システム 開発 ICT ソリューション 提供 する 医療 機器 メーカー 向け 技術 サービス 医用 システム・ソフトウェアベンダー 向け 導入 支援 行う AI 技術 利 
143,株式会社宇部情報システム,IT,training,品質 管理 生産 管理 工程 管理 システム 開発 手掛ける 主 製品 画像 処理 技術 用いる 検査 システム URCP ある 人事 総務 シス 
144,株式会社ジェーエムエーシステムズ,IT,training,金融 流通 官公庁 さまざま 分野 インフラ 基盤 構築 ミドル ウェア 製品 開発 行う いる AWS Microsoft クラ ウド サービス 
145,株式会社エーピーコミュニケーションズ,IT,training,Firewall セキュリティ ポリシー ルータ・ L 3 スイッチ アクセス リスト 通信 テスト 自動 化 する 機器 NEEDELWORK 製造 する ファイア ウォール IDS 
146,株式会社ＢＦＴ,IT,training,企業 内 使用 する 情報 システム 開発 する 構築 運用 サポート 行う いる 会社 セキュリティシステ 
147,株式会社クラシマ,IT,training,ENEOS サービスステーション 運営 する オート リース 保険 灯油 販売 行う ガラス サッシ セメント 等 建築 資材 卸売 手掛ける 他 
148,株式会社北海道日立システムズ,IT,training,ストレージ ネットワーク ソフトウェア 一体化 する せる サーバー システム 業務 用 システム 構築 運用 保守 
149,日本証券テクノロジー株式会社,IT,training,証券 システム 企画 開発 運用 保守 行う インフラ 基盤 開発 アプリケーション 開発 証券 業務 ソリューション 他 アセ 
150,日本データスキル株式会社,IT,training,ソフトウェア 企画 開発 ネットワーク 構築 運用 一貫 する 運営 する いる 地方自治体 公共 団体 向け システム 銀行 等 金融 シ ステ 
151,株式会社ＨＤＣ,IT,training,自治体 医療 機関 事業 所 向け システム 設計 開発 手掛ける データ 入力 封筒 作成 等 事務 代行 受託 行う 他 
152,株式会社ラクス,IT,training,中小 企業 向け IT 技術 支援 行う おる 主 クラ ウド サービス 開発 IT 技術 者 支援 手掛ける クラ ウド サービス 交通 費 経費 精算 行う システム 精算 請求 書 明細 書 電子 化 行う システム 明細 業務 支援 システム 開発 販売 行う メール 共有 管理 特 化 する メールグループウェア Mail Dea 
153,株式会社光風舎,IT,training,病院 受付 診療 報酬 請求 ドクターズクラーク 等 業務 請け負う 医療 現場 電子 カルテ 医療 情報 保守 加える 
154,株式会社大崎コンピュータエンヂニアリング,IT,training,住民 情報 システム 介護 福祉 業務 支援 システム 行政 システム 設計 開発 保守 手掛ける 医療 機関 向け システム 介護 施 
155,サイバネットシステム株式会社,IT,training,CAD システム 連動 する 解析 シミュレーション 行う 構造 解析 音響 解析 樹脂 流動 解析 光学 設計 解析 評価 公差 解析 マネジメント 等 CAE ソリューション 他 電子 回路 基板 設計 モデル ベース 開発 最適 設計 支援 サービス 提供 する サーバー クライアント PC 等 ウイルス 感染 
156,エヌ・ティ・ティ・インターネット株式会社,IT,training,コンビニ 金融 機関 使用 する れる 決済 情報 サービス コンビニ ネットワーク サービス 金融 機関 ネットワーク サービス 提供 する コンビニ 収納 代行 
157,株式会社ＮＴＣ,IT,training,通信 ネットワーク 基幹 なる システム システム インテグレーション 行う 基幹 システム NTT データイントラマート 提供 する 統合 フレーム ワーク 
158,イオンアイビス株式会社,IT,training,イオン グループ 利用 する れる IT インフラ システム 開発 運用 保守 コンサルテ 
159,株式会社豊田自動織機ＩＴソリューションズ,IT,training,業務 システム 企画 開発 豊田自動織機 抱える 課題 IT 解決 図る Sler 事業 行う サーバー ネットワーク 通信 環境 整備 とい 
160,株式会社ＮＴＣ,IT,training,通信 ネットワーク システム 会社 間 契約 システム 基幹 システム 企画 設計 開発 得意 する ソリューションサービス 顧客 合わせる 課題 
161,株式会社ＳＩＧ,IT,training,情報 システム 産業 制御 システム 企画 開発 保守 行う 主 オンライン ショップ 向け 商品 一 管理 システム 緊急 通報 システム 自動車 メーカー 向け 生産 管理 システム 取り扱う いる 各種 パッケージ ソフト ハードウェア 機器 販売 手掛ける いる パブリッククラウド オンプ 
162,株式会社オプティマ,IT,training,物流 センター 管理 システム Quick Logi 食肉 加工 業 業務 統合 システム うる とら ミート 等 パッケージ ソフトウェア 開発 販売 手掛ける 地方自治体 金融 機関 
163,株式会社システムシンク,IT,training,大手 メーカー 出版 業界 等 様々 分野 システム 設計 ネットワーク 構築 保守 運用 等 業務 行う 総合 人材 コンサルティング サービス 人材 派 
