index,company,category,training/test,description 
94,株式会社ニーズウェル,IT,training,業務 系 システム 開発 や 基盤 構築 、 組 込 系 開発 など を 手掛け て いる 。 業務 系 システム 開発 において は 、 保険 会社 向け に 契約 管理 ・ 顧客 管理 を 行う システム や 、 銀行 向け に 勘定 系 システム 等 を 開発 販売 する ほか 、 ホテル 向け に フロント システム や 不動産 会社 向け に 物件 情報 システム 等 も 提供 する 。 また 、 基盤 構築 において は 、 IT システム の 基盤 と なる サーバ 等 の ハードウェア に関し 、 環境 設計 ・ 
95,コムシス情報システム株式会社,IT,training,通信 事業 者 や 金融 、 官公庁 など に対して 情報 管理 システム の 受託 開発 および 運用 を 行う 。 また 、 サーバー や ネットワーク の 構築 や 、 セキュ 
96,日本ＳＥ株式会社,IT,training,製造 業 、 小売 ・ 卸売 業 、 サービス 業 など の 産業 分野 の システム 構築 設計 から 開発 、 運用 ・ 保守 まで 行っ て いる 会社 。 中央 省庁 自 
97,株式会社アルファネット,IT,training,IT インフラ の 基盤 構築 から サイバーセキュリティ 対策 、 通信 ネットワーク 構築 まで ネットワーク 上 だけ で なく 、 物理 的 工事 等 ト 
98,株式会社アルファネット,IT,training,サーバー 構築 や デスク トップ 仮想 化 の 導入 など の IT インフラ 基盤 構築 を 手掛ける 。 また 、 サイバーセキュリティ 対策 や 監視 カメラ の 導入 による 物理 セキュリティ 対策 など の セキュリティ 事業 
99,アドソル日進株式会社,IT,training,社会 インフラ 事業 として 、 エネルギー 分野 や 交通 ・ 運輸 分野 など の 社会 インフラ における システム ・ インテグレーション ・ サービス を 提供 し て いる 。 主 な サービス として 、 地理 情報 システム や システム 監視 ソリューション および 総合 防災 情報 システム 構築 ソリューション 、 電力 発電 プラント 監視 制御 システムソリューション 、 エネルギーモニタリングシステム など を 取り扱う 。 また 、 I 
100,株式会社サイプレス・ソリューションズ,IT,training,受注 管理 等 の システム 開発 や 、 ネットワーク 設計 や インフラ 構築 ・ 運用 等 、 顧客 の サポート 業務 を 手掛ける 。 また 、 OA 機器 操作 業務 や 各種 事務 、 通訳 等 、 各 企 
101,株式会社エスアイイー,IT,training,ネットワーク 講座 や プログラミング 講座 など を 展開 する IT スクール 「 システムアーキテクチュアナレッジ 」 の 運営 を 手掛け て いる 。 ま 
102,フィット産業株式会社,IT,training,コンサルティング を 通し 顧客 企業 の システム や IT インフラ の 設計 および 導入 を サポート する 。 事務 系 の アプリケーション ソフト や 流通 シス 
103,ＤＩＲインフォメーションシステムズ株式会社,IT,training,大和証券 グループ の 一 社 。 大和証券 グループ 会社 を はじめ 、 金融 機関 や 通信 会社 など の システム 受託 開発 および 企画 提案 、 設計 など 一貫 し て 実施 し て いる 。 
104,株式会社ＫＹＯＳＯ,IT,training,IT 関連 の コンサルティング や アプリケーション 開発 運用 、 インフラ の 構築 ならびに 保守 など を 行う 。 主 に IT 
105,旭陽電気株式会社,IT,training,エッチング 装置 や 枚 葉 成 膜 装置 、 ウェハープローバ 装置 および ダイボンダ 装置 など の 製造 実績 が ある 。 また 、 水道 料金 や 公営 企業 
106,チームラボ株式会社,IT,training,Web サイト の システム 設計 や インフラ 構築 および 企業 ブランディング など を 手掛ける 。 また 、 アプリ 開発 
107,Ｃｏｌｔテクノロジーサービス株式会社,IT,training,クラ ウド を 介し た ネットワーク 「 Colt IQ Network 」 を 中心 と し た ICT インフラ サービス を 企業 向け に 提供 し て いる 。 主 に データ 
108,日立水戸エンジニアリング株式会社,IT,training,日立 グループ の 一員 で あり 、 エレベーター や エスカレーター の 企画 及び 設計 を 行う 。 また 、 電子 連動 装置 や 運転 保安 システム 、 インバー 
109,株式会社信興テクノミスト,IT,training,システム の 構築 や 開発 および 運用 を 行い 、 自社 開発 ソフトウェア の 販売 や セキュリティ サービス 、 コンシューマ 向け アプリ 開発 も 手掛ける 。 人 や フォークリフ 
110,テクノブレイブ株式会社,IT,training,システム 設計 や サーバー や インフラ 基盤 全体 の 設計 ・ 構築 を 行っ て いる 。 また 、 IT サービス マネジメント や エン 
111,三谷産業株式会社,IT,training,無機 化学 品 ・ 有機 化学 品 や 機能 性 素材 、 医 農薬 中間 体 ・ 医薬品 原 薬 等 を 製造 ・ 販売 する 。 また 、 空調 設備 や 給排水 衛生 設備 、 消防 ・ 防災 設備 など の 設計 や 施工 を 手掛ける 。 加え て 、 オリジナルグループウェア 「 POWER EGG 」 の よう な 業務 効率 化 システム の 開発 および 販売 など を 手掛け て いる 。 その他 、 プラスチック 成形 品 ・ エ 
112,株式会社ＮＴＴデータ・エマーズ,IT,training,システム の 構築 や 開発 を 手掛け て おり 、 業務 分析 から 導入 支援 、 管理 や 保守 まで 行う 。 主 に 、 金融 機関 や 流通 業 および サービス 業 、 製造 業 ならびに 官公庁 向け の シ ステ 
113,さくらインターネット株式会社,IT,training,通信 機器 類 を 自由 に 設置 できる スペース や インターネット 接続 に 必要 な 回線 および 電源 など の 貸与 を 行う ハウジング サービス を 提供 する 。 また 、 ホスティングサービス として 、 物理 サーバ 「 さくら の 専用 サーバ 」 を 専用 で 利用 する サービス の 提供 を 行う 他 、 レンタルサーバサービス として 、 サーバ の レンタル と 関連 する メンテナンス など の 業務 を 代行 する サービス 
114,アイ・イー・シー株式会社,IT,training,システム 設計 や ソフトウェア 開発 を 主 な 業務 と し て おり 、 ETC 監視 システム や 血液 自動 分析 装置 ソフト の 開発 など を 行っ て いる 。 また 、 発 変電 設備 における 保護 装置 や 
115,アイシン・インフォテックス株式会社,IT,training,アイシング ループ の IT 業務 を 担っ て おり 、 各 会社 や 各 工場 の システム 共有 化 から セキュリティ 対策 まで を 手掛ける 。 原材料 や 部品 調達 、 
116,株式会社メガ,IT,training,不動産 物件 の 仲介 や オフィス の レイアウト など の 店舗 構築 サポート 並び に 、 インターネット サービス 等 の システム 構築 および 運用 サポート を 手掛ける 。 また 、 オフィス 用品 や パ 
117,株式会社エヌ・ティ・ティ・データ・エンジニアリングシステムズ,IT,training,製造 業 を 中心 と し た 顧客 に SI 提案 および システム 構築 を 行っ て いる 。 その他 、 3 次元 CAD や CAM 、 CAE の 製造 業 の システム 
118,コベルコソフトサービス株式会社,IT,training,コベルコシステム 株式会社 の グループ 会社 で あり 、 Web や CAD など の システム 開発 および 運用 を 手掛け て いる 。 また 、 コンピュータ 
119,株式会社フューチャーイン,IT,training,民間 企業 や 自治体 および 学校 など 、 様々 な 業種 向け の システム 開発 を 手掛ける 。 勤怠 管理 や 会計 システム など を 開発 し て いる 。 また 、 顧客 の ニーズ に 合わせ た シス 
120,三和コンピュータ株式会社,IT,training,ゴルフ 場 の 予約 や 清算 および 顧客 管理 等 を 行う 「 Approach 」 の ほか 、 ホテル 基幹 システム 「 NEHOPS 」 等 、 業務 改善 システム の 開発 および 販売 を 手掛ける 。 また 、 企業 年金 
121,パシフィックシステム株式会社,IT,training,製造 業 や 流通 業 、 金融 業 向け に 検査 装置 や システム の 開発 を 手掛ける 。 主 な 製品 として は 、 「 全 周囲 外観 検査 センサー 」 「 有機 EL 照明 検査 装置 」 など の 検査 装置 や 、 営業 支援 システム 「 Selica クラ ウド 」 や 顧客 管理 システム 「 SELICA for Notes 」 など が 挙げ られる 。 また 、 データ 連携 ミドル ウェア 「 ASTERIA wa 
122,ＮＳＳＬＣサービス株式会社,IT,training,IT アウトソーシングサービス ｢ NSFITOS ｣ や 、 クラ ウド サービス 及び IT エンジニアリング 等 の 提供 を 行う 。 また 、 IT インフラ 
